字詞號,字詞名,部首字,部首外筆劃數,總筆劃數,注音一式
00551,柄,木,5,9,(二)（又音）ㄅㄧㄥˋ
00552,病,疒,5,10,ㄅㄧㄥˋ
00553,寎,宀,9,12,ㄅㄧㄥˋ
00554,逋,辵,7,11,ㄅㄨ
00555,晡,日,7,11,ㄅㄨ
00556,餔,食,7,15,(一)ㄅㄨ
00557,轐,車,12,19,ㄅㄨˊ
00558,醭,酉,12,19,(一)ㄅㄨˊ
00559,卜,卜,0,2,ㄅㄨˇ
00560,鳪,鳥,2,13,ㄅㄨˇ
00561,埔,土,7,10,(二)（又音）ㄅㄨˇ
00562,捕,手,7,10,(一)ㄅㄨˇ
00563,哺,口,7,10,(一)ㄅㄨˇ
00564,補,衣,7,13,ㄅㄨˇ
00565,不,一,3,4,(一)ㄅㄨˋ
00566,布,巾,2,5,ㄅㄨˋ
00567,佈,人,5,7,ㄅㄨˋ
00568,怖,心,5,8,ㄅㄨˋ
00569,鈽,金,5,13,ㄅㄨˋ
00570,步,止,3,7,ㄅㄨˋ
00571,捕,手,7,10,(二)（又音）ㄅㄨˋ
00572,哺,口,7,10,(二)（又音）ㄅㄨˋ
00573,餔,食,7,15,(二)ㄅㄨˋ
00574,簿,竹,13,19,(一)ㄅㄨˋ
00575,部,邑,8,11,ㄅㄨˋ
00576,蔀,艸,11,15,ㄅㄨˋ
00577,篰,竹,11,17,ㄅㄨˋ
00578,埠,土,8,11,(一)ㄅㄨˋ
00579,拍,手,5,8,(三)ㄆㄚ
00580,㕷,口,5,8,(一)ㄆㄚ
00581,啪,口,8,11,(一)ㄆㄚ
00582,趴,足,2,9,ㄆㄚ
00583,葩,艸,9,13,ㄆㄚ
00584,扒,手,2,5,(二)ㄆㄚˊ
00585,杷,木,4,8,(一)（讀音）ㄆㄚˊ
00586,爬,爪,4,8,ㄆㄚˊ
00587,耙,耒,4,10,(一)ㄆㄚˊ
00588,琶,玉,8,12,(一)（讀音）ㄆㄚˊ
00589,筢,竹,7,13,ㄆㄚˊ
00590,汃,水,2,5,(一)ㄆㄚˋ
00591,帊,巾,4,7,ㄆㄚˋ
00592,怕,心,5,8,ㄆㄚˋ
00593,帕,巾,5,8,ㄆㄚˋ
00594,袙,衣,5,11,ㄆㄚˋ
00595,杷,木,4,8,(三)（語音）˙ㄆㄚ
00596,琶,玉,8,12,(三)（語音）˙ㄆㄚ
00597,波,水,5,8,(二)（又音）ㄆㄛ
00598,坡,土,5,8,ㄆㄛ
00599,陂,阜,5,8,(二)ㄆㄛ
00600,頗,頁,5,14,(一)ㄆㄛ
00601,癹,癶,4,9,ㄆㄛ
00602,潑,水,12,15,ㄆㄛ
00603,婆,女,8,11,ㄆㄛˊ
00604,碆,石,8,13,(二)（又音）ㄆㄛˊ
00605,番,田,7,12,(三)ㄆㄛˊ
00606,鄱,邑,12,15,ㄆㄛˊ
00607,皤,白,12,17,ㄆㄛˊ
00608,搫,手,10,14,(二)ㄆㄛˊ
00609,繁,糸,11,17,(二)ㄆㄛˊ
00610,叵,口,2,5,ㄆㄛˇ
00611,尀,寸,5,8,ㄆㄛˇ
00612,笸,竹,5,11,ㄆㄛˇ
00613,鉕,金,5,13,ㄆㄛˇ
00614,頗,頁,5,14,(二)ㄆㄛˇ
00615,駊,馬,5,15,ㄆㄛˇ
00616,朴,木,2,6,(一)ㄆㄛˋ
00617,釙,金,2,10,ㄆㄛˋ
00618,泊,水,5,8,(二)（又音）ㄆㄛˋ
00619,拍,手,5,8,(二)（讀音）ㄆㄛˋ
00620,珀,玉,5,9,ㄆㄛˋ
00621,迫,辵,5,9,ㄆㄛˋ
00622,胉,肉,5,9,ㄆㄛˋ
00623,粕,米,5,11,ㄆㄛˋ
00624,魄,鬼,5,15,(一)ㄆㄛˋ
00625,破,石,5,10,ㄆㄛˋ
00626,哱,口,7,10,ㄆㄛˋ
00627,蒪,艸,10,14,ㄆㄛˋ
00628,謈,言,10,17,(一)ㄆㄛˋ
00629,濼,水,15,18,(三)（又音）ㄆㄛˋ
00630,醱,酉,12,19,ㄆㄛˋ
00631,霸,雨,13,21,(二)ㄆㄛˋ
00632,拍,手,5,8,(一)（語音）ㄆㄞ
00633,俳,人,8,10,ㄆㄞˊ
00634,排,手,8,11,(一)ㄆㄞˊ
00635,徘,彳,8,11,ㄆㄞˊ
00636,牌,片,8,12,ㄆㄞˊ
00637,箄,竹,8,14,(一)ㄆㄞˊ
00638,簰,竹,12,18,ㄆㄞˊ
00639,排,手,8,11,(二)ㄆㄞˇ
00640,&fb66._104_0.gif;,丿,5,6,ㄆㄞˋ
00641,派,水,6,9,ㄆㄞˋ
00642,湃,水,9,12,ㄆㄞˋ
00643,坯,土,5,8,(一)ㄆㄟ
00644,呸,口,5,8,ㄆㄟ
00645,胚,肉,5,9,ㄆㄟ
00646,衃,血,4,10,(一)ㄆㄟ
00647,披,手,5,8,(二)（又音）ㄆㄟ
00648,醅,酉,8,15,ㄆㄟ
00649,坏,土,4,7,(一)ㄆㄟˊ
00650,阫,阜,4,7,ㄆㄟˊ
00651,邳,邑,5,8,ㄆㄟˊ
00652,培,土,8,11,(一)ㄆㄟˊ
00653,陪,阜,8,11,ㄆㄟˊ
00654,毰,毛,8,12,ㄆㄟˊ
00655,賠,貝,8,15,ㄆㄟˊ
00656,裴,衣,8,14,ㄆㄟˊ
00657,妃,女,3,6,(二)ㄆㄟˋ
00658,配,酉,3,10,ㄆㄟˋ
00659,沛,水,4,7,ㄆㄟˋ
00660,肺,肉,4,8,(二)ㄆㄟˋ
00661,旆,方,6,10,ㄆㄟˋ
00662,霈,雨,7,15,ㄆㄟˋ
00663,帔,巾,5,8,ㄆㄟˋ
00664,佩,人,6,8,ㄆㄟˋ
00665,珮,玉,6,10,ㄆㄟˋ
00666,茷,艸,6,10,(二)ㄆㄟˋ
00667,淠,水,8,11,(二)（又音）ㄆㄟˋ
00668,轡,車,15,22,ㄆㄟˋ
00669,泡,水,5,8,(二)ㄆㄠ
00670,拋,手,5,8,ㄆㄠ
00671,脬,肉,7,11,ㄆㄠ
00672,刨,刀,5,7,(一)ㄆㄠˊ
00673,庖,广,5,8,ㄆㄠˊ
00674,咆,口,5,8,ㄆㄠˊ
00675,炮,火,5,9,(一)ㄆㄠˊ
00676,炰,火,5,9,ㄆㄠˊ
00677,瓟,瓜,5,10,(二)ㄆㄠˊ
00678,袍,衣,5,11,ㄆㄠˊ
00679,匏,勹,9,11,ㄆㄠˊ
00680,跑,足,5,12,(二)ㄆㄠˊ
00681,鞄,革,5,14,(一)ㄆㄠˊ
00682,颮,風,5,14,(一)ㄆㄠˊ
00683,齙,齒,5,20,(二)（讀音）ㄆㄠˊ
00684,猼,犬,10,13,(二)ㄆㄠˊ
00685,麃,鹿,4,15,(二)ㄆㄠˊ
00686,跑,足,5,12,(一)ㄆㄠˇ
00687,泡,水,5,8,(一)ㄆㄠˋ
00688,炮,火,5,9,(二)ㄆㄠˋ
00689,疱,疒,5,10,ㄆㄠˋ
00690,砲,石,5,10,ㄆㄠˋ
00691,皰,皮,5,10,ㄆㄠˋ
00692,奅,大,5,8,ㄆㄠˋ
00693,&fb70._104_0.gif;,水,8,11,ㄆㄠˋ
00694,剖,刀,8,10,(二)（又音）ㄆㄡ
00695,抔,手,4,7,ㄆㄡˊ
00696,捊,手,7,10,ㄆㄡˊ
00697,掊,手,8,11,(一)ㄆㄡˊ
00698,裒,衣,7,13,ㄆㄡˊ
00699,剖,刀,8,10,(一)ㄆㄡˇ
00700,培,土,8,11,(二)ㄆㄡˇ
00701,掊,手,8,11,(二)ㄆㄡˇ
00702,棓,木,8,12,(一)ㄆㄡˇ
00703,瓿,瓦,8,13,ㄆㄡˇ
00704,扳,手,4,7,(二)ㄆㄢ
00705,番,田,7,12,(二)ㄆㄢ
00706,潘,水,12,15,ㄆㄢ
00707,攀,手,15,19,ㄆㄢ
00708,弁,廾,2,5,(二)ㄆㄢˊ
00709,柈,木,5,9,(一)ㄆㄢˊ
00710,胖,肉,5,9,(二)ㄆㄢˊ
00711,般,舟,4,10,(二)ㄆㄢˊ
00712,幋,巾,10,13,ㄆㄢˊ
00713,媻,女,10,13,ㄆㄢˊ
00714,槃,木,10,14,ㄆㄢˊ
00715,搫,手,10,14,(一)ㄆㄢˊ
00716,磐,石,10,15,ㄆㄢˊ
00717,盤,皿,10,15,ㄆㄢˊ
00718,縏,糸,10,16,ㄆㄢˊ
00719,鞶,革,10,19,ㄆㄢˊ
00720,磻,石,12,17,ㄆㄢˊ
00721,蟠,虫,12,18,ㄆㄢˊ
00722,蹣,足,11,18,(二)ㄆㄢˊ
00723,判,刀,5,7,ㄆㄢˋ
00724,泮,水,5,8,ㄆㄢˋ
00725,拌,手,5,8,(二)ㄆㄢˋ
00726,叛,又,7,9,ㄆㄢˋ
00727,柈,木,5,9,(二)ㄆㄢˋ
00728,牉,片,5,9,ㄆㄢˋ
00729,袢,衣,5,11,(一)ㄆㄢˋ
00730,畔,田,5,10,ㄆㄢˋ
00731,頖,頁,5,14,ㄆㄢˋ
00732,拚,手,5,8,ㄆㄢˋ
00733,盼,目,4,9,ㄆㄢˋ
00734,襻,衣,19,25,ㄆㄢˋ
00735,濆,水,12,15,(二)ㄆㄣ
00736,噴,口,12,15,(一)ㄆㄣ
00737,歕,欠,12,16,(一)ㄆㄣ
00738,盆,皿,4,9,ㄆㄣˊ
00739,湓,水,9,12,ㄆㄣˊ
00740,噴,口,12,15,(二)ㄆㄣˋ
00741,歕,欠,12,16,(二)（又音）ㄆㄣˋ
00742,乓,丿,5,6,ㄆㄤ
00743,汸,水,4,7,ㄆㄤ
00744,滂,水,10,13,ㄆㄤ
00745,膀,肉,10,14,(四)ㄆㄤ
00746,磅,石,10,15,(三)ㄆㄤ
00747,尨,尢,4,7,(一)ㄆㄤˊ
00748,厖,厂,7,9,(一)ㄆㄤˊ
00749,庬,广,7,10,(三)ㄆㄤˊ
00750,彷,彳,4,7,(一)ㄆㄤˊ
00751,旁,方,6,10,(一)ㄆㄤˊ
00752,雱,雨,4,12,ㄆㄤˊ
00753,傍,人,10,12,(二)ㄆㄤˊ
00754,徬,彳,10,13,(一)ㄆㄤˊ
00755,膀,肉,10,14,(二)ㄆㄤˊ
00756,螃,虫,10,16,ㄆㄤˊ
00757,篣,竹,10,16,(一)ㄆㄤˊ
00758,逄,辵,6,10,(一)ㄆㄤˊ
00759,龐,广,16,19,ㄆㄤˊ
00760,胖,肉,5,9,(一)ㄆㄤˋ
00761,亨,亠,5,7,(三)ㄆㄥ
00762,烹,火,7,11,ㄆㄥ
00763,泙,水,5,8,ㄆㄥ
00764,怦,心,5,8,ㄆㄥ
00765,抨,手,5,8,ㄆㄥ
00766,砰,石,5,10,ㄆㄥ
00767,軯,車,5,12,ㄆㄥ
00768,閛,門,5,13,ㄆㄥ
00769,駍,馬,5,15,ㄆㄥ
00770,恲,心,6,9,ㄆㄥ
00771,淜,水,8,11,ㄆㄥ
00772,硼,石,8,13,(二)ㄆㄥ
00773,漰,水,11,14,ㄆㄥ
00774,磞,石,11,16,ㄆㄥ
00775,澎,水,12,15,(一)ㄆㄥ
00776,芃,艸,3,7,ㄆㄥˊ
00777,朋,月,4,8,ㄆㄥˊ
00778,倗,人,8,10,ㄆㄥˊ
00779,堋,土,8,11,(二)ㄆㄥˊ
00780,弸,弓,8,11,(一)ㄆㄥˊ
00781,棚,木,8,12,ㄆㄥˊ
00782,硼,石,8,13,(一)ㄆㄥˊ
00783,輣,車,8,15,ㄆㄥˊ
00784,鬅,髟,8,18,ㄆㄥˊ
00785,鵬,鳥,8,19,ㄆㄥˊ
00786,逢,辵,7,11,(二)ㄆㄥˊ
00787,蓬,艸,11,15,ㄆㄥˊ
00788,髼,髟,7,17,ㄆㄥˊ
00789,篷,竹,11,17,ㄆㄥˊ
00790,彭,彡,9,12,ㄆㄥˊ
00791,澎,水,12,15,(二)ㄆㄥˊ
00792,膨,肉,12,16,ㄆㄥˊ
00793,蟛,虫,12,18,ㄆㄥˊ
00794,篣,竹,10,16,(二)ㄆㄥˊ
00795,捧,手,8,11,ㄆㄥˇ
00796,椪,木,8,12,ㄆㄥˋ
00797,碰,石,8,13,ㄆㄥˋ
00798,踫,足,8,15,ㄆㄥˋ
00799,匹,匸,2,4,(二)ㄆㄧ
00800,丕,一,4,5,ㄆㄧ
00801,伾,人,5,7,ㄆㄧ
00802,坯,土,5,8,(二)（又音）ㄆㄧ
00803,狉,犬,5,8,ㄆㄧ
00804,秠,禾,5,10,ㄆㄧ
00805,駓,馬,5,15,ㄆㄧ
00806,批,手,4,7,ㄆㄧ
00807,砒,石,4,9,ㄆㄧ
00808,紕,糸,4,10,(一)ㄆㄧ
00809,鈚,金,4,12,(二)（又音）ㄆㄧ
00810,鎞,金,10,18,(一)ㄆㄧ
00811,披,手,5,8,(一)ㄆㄧ
00812,被,衣,5,11,(二)ㄆㄧ
00813,鈹,金,5,13,(二)ㄆㄧ
00814,劈,刀,13,15,(一)ㄆㄧ
00815,霹,雨,13,21,ㄆㄧ
00816,比,比,0,4,(三)ㄆㄧˊ
00817,阰,阜,4,7,ㄆㄧˊ
00818,玭,玉,4,8,(三)（又音）ㄆㄧˊ
00819,枇,木,4,8,ㄆㄧˊ
00820,芘,艸,4,8,(二)ㄆㄧˊ
00821,毗,比,5,9,ㄆㄧˊ
00822,毘,比,5,9,ㄆㄧˊ
00823,蚍,虫,4,10,ㄆㄧˊ
00824,紕,糸,4,10,(二)ㄆㄧˊ
00825,琵,玉,8,12,ㄆㄧˊ
00826,鈚,金,4,12,(一)ㄆㄧˊ
00827,膍,肉,10,14,ㄆㄧˊ
00828,貔,豸,10,17,ㄆㄧˊ
00829,皮,皮,0,5,ㄆㄧˊ
00830,陂,阜,5,8,(一)ㄆㄧˊ
00831,疲,疒,5,10,ㄆㄧˊ
00832,鈹,金,5,13,(一)ㄆㄧˊ
00833,埤,土,8,11,(三)ㄆㄧˊ
00834,啤,口,8,11,ㄆㄧˊ
00835,郫,邑,8,11,ㄆㄧˊ
00836,陴,阜,8,11,ㄆㄧˊ
00837,椑,木,8,12,(二)ㄆㄧˊ
00838,脾,肉,8,12,ㄆㄧˊ
00839,裨,衣,8,14,(二)ㄆㄧˊ
00840,蜱,虫,8,14,ㄆㄧˊ
00841,鼙,鼓,8,21,ㄆㄧˊ
00842,蠯,广,20,23,ㄆㄧˊ
00843,罷,网,10,15,(三)ㄆㄧˊ
00844,羆,网,14,19,ㄆㄧˊ
00845,匹,匸,2,4,(一)ㄆㄧˇ
00846,庀,广,2,5,ㄆㄧˇ
00847,仳,人,4,6,ㄆㄧˇ
00848,吡,口,4,7,(二)ㄆㄧˇ
00849,疋,疋,0,5,(一)ㄆㄧˇ
00850,圮,土,3,6,ㄆㄧˇ
00851,否,口,4,7,(二)ㄆㄧˇ
00852,痞,疒,7,12,ㄆㄧˇ
00853,嚭,口,16,19,ㄆㄧˇ
00854,劈,刀,13,15,(二)ㄆㄧˇ
00855,癖,疒,13,18,(一)ㄆㄧˇ
00856,屁,尸,4,7,ㄆㄧˋ
00857,媲,女,10,13,ㄆㄧˋ
00858,淠,水,8,11,(一)ㄆㄧˋ
00859,濞,水,14,17,ㄆㄧˋ
00860,埤,土,8,11,(一)ㄆㄧˋ
00861,副,刀,9,11,(二)ㄆㄧˋ
00862,辟,辛,6,13,(二)ㄆㄧˋ
00863,僻,人,13,15,(一)（讀音）ㄆㄧˋ
00864,澼,水,13,16,ㄆㄧˋ
00865,擗,手,13,16,ㄆㄧˋ
00866,癖,疒,13,18,(二)（又音）ㄆㄧˋ
00867,甓,瓦,13,18,ㄆㄧˋ
00868,譬,言,13,20,ㄆㄧˋ
00869,闢,門,13,21,ㄆㄧˋ
00870,鷿,鳥,13,24,ㄆㄧˋ
00871,潎,水,11,14,(一)ㄆㄧˋ
00872,㕷,口,5,8,(二)（又音）ㄆㄧㄚ
00873,啪,口,8,11,(二)（又音）ㄆㄧㄚ
00874,氕,气,1,5,ㄆㄧㄝ
00875,覕,見,5,12,(二)ㄆㄧㄝ
00876,潎,水,11,14,(二)ㄆㄧㄝ
00877,撇,手,11,14,(一)ㄆㄧㄝ
00878,瞥,目,11,16,ㄆㄧㄝ
00879,丿,丿,0,1,ㄆㄧㄝˇ
00880,撇,手,11,14,(二)ㄆㄧㄝˇ
00881,嫳,女,11,14,ㄆㄧㄝˋ
00882,票,示,6,11,(二)ㄆㄧㄠ
00883,僄,人,11,13,(二)（又音）ㄆㄧㄠ
00884,漂,水,11,14,(一)ㄆㄧㄠ
00885,彯,彡,11,14,ㄆㄧㄠ
00886,嘌,口,11,14,ㄆㄧㄠ
00887,嫖,女,11,14,(二)ㄆㄧㄠ
00888,翲,羽,11,17,ㄆㄧㄠ
00889,螵,虫,11,17,ㄆㄧㄠ
00890,飄,風,11,20,ㄆㄧㄠ
00890A,朴,木,2,6,(三)ㄆㄧㄠˊ
00891,嫖,女,11,14,(一)ㄆㄧㄠˊ
00892,瓢,瓜,11,16,ㄆㄧㄠˊ
00893,殍,歹,7,11,ㄆㄧㄠˇ
00894,莩,艸,7,11,(二)ㄆㄧㄠˇ
00895,漂,水,11,14,(二)ㄆㄧㄠˇ
00896,摽,手,11,14,(二)ㄆㄧㄠˇ
00897,標,木,11,15,(二)ㄆㄧㄠˇ
00898,瞟,目,11,16,ㄆㄧㄠˇ
00899,篻,竹,11,17,ㄆㄧㄠˇ
00900,縹,糸,11,17,(一)ㄆㄧㄠˇ
00901,醥,酉,11,18,ㄆㄧㄠˇ
00902,顠,頁,11,20,ㄆㄧㄠˇ
00903,皫,白,15,20,ㄆㄧㄠˇ
00904,票,示,6,11,(一)ㄆㄧㄠˋ
00905,剽,刀,11,13,ㄆㄧㄠˋ
00906,僄,人,11,13,(一)ㄆㄧㄠˋ
00907,漂,水,11,14,(三)ㄆㄧㄠˋ
00908,慓,心,11,14,ㄆㄧㄠˋ
00909,縹,糸,11,17,(二)（又音）ㄆㄧㄠˋ
00910,驃,馬,11,21,ㄆㄧㄠˋ
00911,片,片,0,4,(二)ㄆㄧㄢ
00912,扁,戶,5,9,(二)ㄆㄧㄢ
00913,偏,人,9,11,ㄆㄧㄢ
00914,媥,女,9,12,ㄆㄧㄢ
00915,萹,艸,9,13,(一)ㄆㄧㄢ
00916,篇,竹,9,15,ㄆㄧㄢ
00917,翩,羽,9,15,ㄆㄧㄢ
00918,平,干,2,5,(二)ㄆㄧㄢˊ
00919,玭,玉,4,8,(二)（又音）ㄆㄧㄢˊ
00920,便,人,7,9,(二)ㄆㄧㄢˊ
00921,楩,木,9,13,ㄆㄧㄢˊ
00922,緶,糸,9,15,(二)ㄆㄧㄢˊ
00923,胼,肉,6,10,ㄆㄧㄢˊ
00924,駢,馬,6,16,ㄆㄧㄢˊ
00925,骿,骨,6,16,ㄆㄧㄢˊ
00926,楄,木,9,13,(一)ㄆㄧㄢˊ
00927,褊,衣,9,15,(一)ㄆㄧㄢˊ
00928,諞,言,9,16,(一)ㄆㄧㄢˊ
00929,蹁,足,9,16,ㄆㄧㄢˊ
00930,諞,言,9,16,(二)（又音）ㄆㄧㄢˇ
00931,片,片,0,4,(一)ㄆㄧㄢˋ
00932,猵,犬,9,12,(二)ㄆㄧㄢˋ
00933,遍,辵,9,13,(二)（語音）ㄆㄧㄢˋ
00934,騙,馬,9,19,ㄆㄧㄢˋ
00935,拼,手,6,9,ㄆㄧㄣ
00936,姘,女,6,9,ㄆㄧㄣ
00937,玭,玉,4,8,(一)ㄆㄧㄣˊ
00938,貧,貝,4,11,ㄆㄧㄣˊ
00939,頻,頁,7,16,ㄆㄧㄣˊ
00940,瀕,水,16,19,(二)（又音）ㄆㄧㄣˊ
00941,嚬,口,16,19,ㄆㄧㄣˊ
00942,蘋,艸,16,20,(一)ㄆㄧㄣˊ
00943,顰,頁,15,24,ㄆㄧㄣˊ
00944,嬪,女,14,17,ㄆㄧㄣˊ
00945,矉,目,14,19,ㄆㄧㄣˊ
00946,蠙,虫,14,20,(一)ㄆㄧㄣˊ
00947,品,口,6,9,ㄆㄧㄣˇ
00948,牝,牛,2,6,ㄆㄧㄣˋ
00949,聘,耳,7,13,(一)ㄆㄧㄣˋ
00950,乒,丿,5,6,ㄆㄧㄥ
00951,甹,田,2,7,ㄆㄧㄥ
00952,俜,人,7,9,ㄆㄧㄥ
00953,娉,女,7,10,ㄆㄧㄥ
00954,艵,色,6,12,(一)ㄆㄧㄥ
00955,頩,頁,6,15,ㄆㄧㄥ
00956,平,干,2,5,(一)ㄆㄧㄥˊ
00957,坪,土,5,8,ㄆㄧㄥˊ
00958,枰,木,5,9,ㄆㄧㄥˊ
00959,苹,艸,5,9,ㄆㄧㄥˊ
00960,秤,禾,5,10,(二)ㄆㄧㄥˊ
00961,評,言,5,12,ㄆㄧㄥˊ
00962,萍,艸,8,12,ㄆㄧㄥˊ
00963,洴,水,6,9,ㄆㄧㄥˊ
00964,帡,巾,6,9,ㄆㄧㄥˊ
00965,屏,尸,6,9,(一)ㄆㄧㄥˊ
00966,栟,木,6,10,(二)（又音）ㄆㄧㄥˊ
00967,荓,艸,6,10,ㄆㄧㄥˊ
00968,瓶,瓦,6,11,ㄆㄧㄥˊ
00969,艵,色,6,12,(二)（又音）ㄆㄧㄥˊ
00970,蛢,虫,6,12,ㄆㄧㄥˊ
00971,缾,缶,6,12,ㄆㄧㄥˊ
00972,軿,車,6,13,ㄆㄧㄥˊ
00973,蓱,艸,9,13,ㄆㄧㄥˊ
00974,鵧,鳥,6,17,ㄆㄧㄥˊ
00975,馮,馬,2,12,(二)ㄆㄧㄥˊ
00976,憑,心,12,16,ㄆㄧㄥˊ
00977,蘋,艸,16,20,(二)ㄆㄧㄥˊ
00978,聘,耳,7,13,(二)ㄆㄧㄥˋ
00979,攴,攴,0,4,ㄆㄨ
00980,仆,人,2,4,(一)ㄆㄨ
00981,扑,手,2,5,ㄆㄨ
00982,痡,疒,7,12,ㄆㄨ
00983,鋪,金,7,15,(一)ㄆㄨ
00984,撲,手,12,15,ㄆㄨ
00985,噗,口,12,15,ㄆㄨ
00986,&fa76._104_0.gif;,鬲,13,23,(一)（語音）ㄆㄨ
00987,朴,木,2,6,(二)ㄆㄨˊ
00988,匍,勹,7,9,ㄆㄨˊ
00989,莆,艸,7,11,(二)ㄆㄨˊ
00990,脯,肉,7,11,(二)ㄆㄨˊ
00991,葡,艸,9,13,ㄆㄨˊ
00992,酺,酉,7,14,ㄆㄨˊ
00993,蒲,艸,10,14,ㄆㄨˊ
00994,蒱,艸,10,14,ㄆㄨˊ
00995,菩,艸,8,12,ㄆㄨˊ
00996,僕,人,12,14,ㄆㄨˊ
00997,墣,土,12,15,ㄆㄨˊ
00998,璞,玉,12,16,ㄆㄨˊ
00999,樸,木,12,16,ㄆㄨˊ
01000,濮,水,14,17,ㄆㄨˊ
01001,襆,衣,12,18,ㄆㄨˊ
01002,醭,酉,12,19,(二)（又音）ㄆㄨˊ
01003,蹼,足,12,19,ㄆㄨˊ
01004,鏷,金,12,20,ㄆㄨˊ
01005,纀,糸,14,20,ㄆㄨˊ
01006,浦,水,7,10,ㄆㄨˇ
01007,埔,土,7,10,(一)ㄆㄨˇ
01008,哺,口,7,10,(三)（又音）ㄆㄨˇ
01009,圃,囗,7,10,ㄆㄨˇ
01010,溥,水,10,13,ㄆㄨˇ
01011,普,日,8,12,ㄆㄨˇ
01012,譜,言,12,19,ㄆㄨˇ
01013,鐠,金,12,20,ㄆㄨˇ
01014,堡,土,9,12,(二)（又音）ㄆㄨˋ
01015,暴,日,11,15,(二)ㄆㄨˋ
01016,瀑,水,15,18,(一)ㄆㄨˋ
01017,曝,日,15,19,ㄆㄨˋ
01018,鋪,金,7,15,(二)ㄆㄨˋ
01019,媽,女,10,13,ㄇㄚ
01020,螞,虫,10,16,(二)ㄇㄚ
01021,摩,手,11,15,(二)ㄇㄚ
01022,嬤,女,14,17,ㄇㄚ
01023,麻,麻,0,11,ㄇㄚˊ
01024,痲,疒,8,13,ㄇㄚˊ
01025,麼,麻,3,14,(三)ㄇㄚˊ
01026,嘛,口,11,14,(一)（讀音）ㄇㄚˊ
01027,犘,牛,11,15,ㄇㄚˊ
01028,蟆,虫,11,17,(一)ㄇㄚˊ
01029,馬,馬,0,10,ㄇㄚˇ
01030,傌,人,10,12,(二)ㄇㄚˇ
01031,嗎,口,10,13,(二)ㄇㄚˇ
01032,瑪,玉,10,14,ㄇㄚˇ
01033,碼,石,10,15,ㄇㄚˇ
01034,螞,虫,10,16,(一)ㄇㄚˇ
01035,鎷,金,10,18,ㄇㄚˇ
01036,傌,人,10,12,(一)ㄇㄚˋ
01037,禡,示,10,15,ㄇㄚˋ
01038,罵,网,10,15,ㄇㄚˋ
01039,螞,虫,10,16,(三)ㄇㄚˋ
01040,嗎,口,10,13,(一)˙ㄇㄚ
01041,麼,麻,3,14,(二)˙ㄇㄚ
01042,嘛,口,11,14,(二)（語音）˙ㄇㄚ
01043,蟆,虫,11,17,(二)（又音）˙ㄇㄚ
01044,摸,手,11,14,(一)ㄇㄛ
01045,無,火,8,12,(二)ㄇㄛˊ
01046,麼,麻,3,14,(一)ㄇㄛˊ
01047,摩,手,11,15,(一)ㄇㄛˊ
01048,磨,石,11,16,(一)ㄇㄛˊ
01049,魔,鬼,11,21,ㄇㄛˊ
01050,蘑,艸,16,20,ㄇㄛˊ
01051,劘,刀,19,21,ㄇㄛˊ
01052,摸,手,11,14,(三)ㄇㄛˊ
01053,嫫,女,11,14,ㄇㄛˊ
01054,模,木,11,15,(一)ㄇㄛˊ
01055,摹,手,11,15,ㄇㄛˊ
01056,膜,肉,11,15,(二)（又音）ㄇㄛˊ
01057,糢,米,11,17,ㄇㄛˊ
01058,謨,言,11,18,ㄇㄛˊ
01059,饃,食,11,19,ㄇㄛˊ
01060,譕,言,12,19,ㄇㄛˊ
01061,抹,手,5,8,(一)ㄇㄛˇ
01062,万,一,2,3,(一)ㄇㄛˋ
01063,末,木,1,5,ㄇㄛˋ
01064,沫,水,5,8,ㄇㄛˋ
01065,抹,手,5,8,(二)ㄇㄛˋ
01066,妺,女,5,8,ㄇㄛˋ
01067,茉,艸,5,9,ㄇㄛˋ
01068,秣,禾,5,10,ㄇㄛˋ
01069,袜,衣,5,11,(一)ㄇㄛˋ
01070,靺,革,5,14,ㄇㄛˋ
01071,沒,水,4,7,(一)ㄇㄛˋ
01072,歿,歹,4,8,ㄇㄛˋ
01073,歾,歹,4,8,ㄇㄛˋ
01074,佰,人,6,8,(三)ㄇㄛˋ
01075,陌,阜,6,9,ㄇㄛˋ
01076,貊,豸,6,13,ㄇㄛˋ
01077,冒,冂,7,9,(二)ㄇㄛˋ
01078,脈,肉,6,10,(二)（又音）ㄇㄛˋ
01079,眽,目,6,11,(一)ㄇㄛˋ
01080,覛,見,6,13,ㄇㄛˋ
01081,霢,雨,10,18,ㄇㄛˋ
01082,麥,麥,0,11,(二)（讀音）ㄇㄛˋ
01083,莫,艸,7,11,(一)ㄇㄛˋ
01084,漠,水,11,14,ㄇㄛˋ
01085,寞,宀,11,14,ㄇㄛˋ
01086,幕,巾,11,14,(二)ㄇㄛˋ
01087,鄚,邑,11,14,ㄇㄛˋ
01088,嗼,口,11,14,ㄇㄛˋ
01089,膜,肉,11,15,(一)ㄇㄛˋ
01090,瘼,疒,11,16,ㄇㄛˋ
01091,貘,豸,11,18,ㄇㄛˋ
01092,鏌,金,11,19,ㄇㄛˋ
01093,驀,馬,11,21,ㄇㄛˋ
01094,貉,豸,6,13,(三)ㄇㄛˋ
01095,塺,土,11,14,(二)（又音）ㄇㄛˋ
01096,磨,石,11,16,(二)ㄇㄛˋ
01097,墨,黑,3,15,ㄇㄛˋ
